tag	count	related
joints	15230	
mechanical arms	12921	
infection monitor (arknights)	9163	
doll joints	7634	
prosthesis	7191	
robot joints	6927	
single mechanical arm	6271	
prosthetic arm	4795	
mechanical legs	3700	
mechabare	3149	
mechanical hands	2380	
prosthetic leg	2083	
mechanization	1278	
single mechanical hand	597	
mechanical spine	380	
prosthetic hand	343	
