tag	count	related
white background	1265728	
grey background	223052	
blue background	88994	
pink background	73428	
black background	61582	
red background	45064	
yellow background	44953	
brown background	31817	
purple background	31240	
green background	29352	
orange background	20368	
aqua background	7982	
light brown background		
