tag	count
monochrome	307283
greyscale	233937
spot color	26388
limited palette	11102
partially colored	8608
flat color	5621
hatching (texture)	5226
greyscale with colored background	3954
anime coloring	3397
high contrast	2133
painterly	1986
linear hatching	1584
screentones	1448
multiple monochrome	721
color drain	201
inverted colors	176
cel shading	
colored with greyscale background	
ff gradient	
gradient	
