tag	count
ahoge	541349
antenna hair	57204
huge ahoge	11917
heart ahoge	8516
hair pulled back	7038
mohawk	1976
side ahoge	1133
detached ahoge	1133
ahoge wag	680
heart antenna hair	200
no ahoge	142
wilted ahoge	129
hair tuft	119
oseledets	
comb over	
