tag	count	related
nipples	726995	
covered nipples	143905	
puffy nipples	31569	
large areolae	20879	
inverted nipples	15208	
no nipples	4525	
dark nipples	4403	
huge nipples	3740	
light areolae	1861	
colored nipples	1363	
dark areolae	1220	
small nipples	632	
blue nipples	551	
nipple indents	335	
purple nipples	295	
long nipples	278	
green nipples	163	
mole on areola	158	
big nipples		
erect nipples		
puffy areola		
