tag	count
egasumi	3992
uchiwa	3290
sakuramon	1736
asa no ha (pattern)	1253
kikumon	1055
shippou (pattern)	595
kikkoumon	359
kanoko (pattern)	337
uroko (pattern)	223
karakusa (pattern)	161
goshoguruma	115
shima (pattern)	101
genjiguruma	
igeta (pattern)	
kagome (pattern)	
kojitsunagi (pattern)	
matsu symbol	
